0	2	1
0	3	1
0	4	1
2	0	1
2	9	1
2	10	1
3	12	1
3	7	1
4	13	1
4	14	1
5	16	1
5	10	1
6	0	1
6	17	1
6	9	1
7	0	1
7	9	1
8	5	1
8	8	1
8	9	1
8	16	1
8	20	1
8	22	1
8	23	1
8	24	1
9	9	1
9	13	1
10	0	1
10	5	1
10	8	1
10	10	1
10	13	1
10	18	1
10	19	1
10	25	1
10	26	1
10	27	1
10	28	1
10	29	1
10	30	1
11	0	1
11	1	1
11	32	1
11	5	1
11	6	1
11	7	1
11	14	1
11	17	1
11	19	1
12	28	1
13	9	1
13	5	1
14	0	1
15	0	1
15	27	1
16	34	1
16	5	1
17	9	1
17	13	1
18	0	1
18	36	1
18	37	1
18	6	1
18	10	1
18	17	1
19	0	1
19	1	1
20	18	1
20	5	1
21	0	1
21	10	1
21	18	1
22	0	1
22	1	1
22	10	1
22	9	1
23	40	1
23	41	1
24	9	1
24	5	1
26	0	1
26	17	1
26	1	1
27	0	1
27	3	1
27	38	1
27	10	1
27	43	1
27	22	1
28	0	1
28	44	1
28	5	1
29	0	1
29	9	1
30	34	1
30	45	1
30	5	1
31	46	1
31	39	1
32	9	1
32	30	1
32	47	1
33	48	1
33	10	1
34	0	1
34	1	1
34	3	1
34	5	1
34	10	1
34	13	1
34	49	1
34	50	1
34	51	1
35	0	1
35	50	1
35	52	1
35	6	1
36	0	1
36	18	1
36	52	1
36	53	1
36	54	1
36	55	1
37	0	1
37	1	1
37	3	1
37	52	1
38	0	1
38	3	1
38	5	1
38	13	1
38	50	1
39	0	1
39	3	1
39	5	1
40	1	1
40	52	1
41	0	1
41	57	1
41	56	1
41	5	1
42	0	1
42	1	1
42	3	1
42	52	1
43	17	1
43	58	1
43	51	1
43	13	1
44	0	1
44	1	1
44	32	1
44	34	1
44	5	1
44	10	1
44	16	1
44	50	1
44	18	1
44	19	1
44	54	1
44	55	1
44	59	1
45	0	1
45	60	1
45	61	1
46	16	1
46	5	1
47	52	1
47	13	1
47	7	1
48	0	1
48	16	1
48	7	1
49	0	1
49	1	1
49	10	1
49	13	1
49	17	1
49	18	1
49	52	1
50	0	1
50	34	1
50	5	1
50	10	1
50	52	1
51	10	1
51	19	1
51	62	1
51	63	1
52	62	1
52	63	1
53	57	1
53	3	1
53	52	1
53	13	1
54	0	1
54	1	1
54	37	1
54	57	1
55	64	1
56	5	1
56	13	1
57	0	1
57	1	1
57	7	1
57	9	1
57	13	1
57	52	1
57	57	1
57	31	1
58	13	1
58	6	1
59	26	1
59	52	1
59	13	1
60	18	1
60	13	1
61	9	1
61	5	1
61	13	1
62	1	1
62	52	1
63	1	1
63	52	1
